,title,bids,err_bids,link,price,weekday,date,err_date,hour,ampm,Description,price_cln,cat
4736,2020 Bowman Chrome Mega Box #BCP-163 Wander Franco Rookie Card – PSA NM-MT 8,4,0,https://goldin.co/item/2020-bowman-chrome-mega-box-bcp163-wander-franco-psa-8h5msr,$14 ,Fri,4/28/2023,0,4:15,AM,"Tampa Bay Rays shortstop Wander Franco has been one of baseball's top prospects since his professional debut. Franco was named the number one prospect in his sport by Baseball America, Baseball Prospectus, and MLB before both the 2020 and 2021 seasons. He made his much-anticipated MLB debut in 2021, hitting .288 with 7 home runs, 39 RBI, and 18 doubles in just 70 games. After the season, the Rays inked Franco to a record 11-year, $182 million contract in an unprecedented move for a player with his amount of MLB service time. A slick fielder with elite bat skills, Franco is marked for MLB superstardom.",14,2
4737,2020 Topps Chrome Pink Refractor #127 Albert Pujols – PSA MINT 9,2,0,https://goldin.co/item/2020-topps-chrome-pink-refractor-127-albert-pujols-psa-9mg8h8,$8 ,Fri,5/12/2023,0,4:15,AM,"Albert Pujols finished his magnificent MLB career with a resurgent 2022 campaign, hitting .270 with 24 home runs in his triumphant return to the St. Louis Cardinals. On Sept. 23, 2022, Pujols hit his milestone 700th home run—a three-run bomb off Phil Bickford in historic Dodger stadium. ""The Machine"" ended his career with 703 home runs to go with three National League Most Valuable Player awards, two World Series titles, and the 2003 National League batting title. A guaranteed first-ballot Hall of Famer, Pujols concluded his 22-season MLB tenure with the second-most RBI in baseball history.",8,2
4738,2019 Topps #410 Fernando Tatis Jr. Rookie Card - PSA GEM MT 10,11,0,https://goldin.co/item/2019-topps-410-fernando-tatis-jr-psa-10k6430,$40 ,Fri,4/21/2023,0,4:15,AM,No Data,40,2
4739,1994 Action Packed Scouting Report #1 Alex Rodriguez Rookie Card – PSA GEM MT 10,17,0,https://goldin.co/item/1994-action-packed-scouting-report-1-alex-rodriguez-rookie-card-psa-geag9pl,$49 ,Fri,2/10/2023,0,4:17,AM,No Data,49,2
4740,2020 Topps Chrome Pink Refractor #112 Ronald Acuna Jr. – PSA MINT 9,7,0,https://goldin.co/item/2020-topps-chrome-pink-refractor-112-ronald-acuna-jr-psa-9d9aj1,$20 ,Fri,5/12/2023,0,4:15,AM,No Data,20,2
4741,2019 Topps #213 Juan Soto - SGC MT+ 9.5,3,0,https://goldin.co/item/2019-topps-213-juan-soto-sgc-mt-9-5u5611,$11 ,Fri,4/21/2023,0,4:15,AM,No Data,11,2
4742,2020 Panini Donruss Optic Mythical #M-14 Aaron Judge - PSA GEM MT 10,11,0,https://goldin.co/item/2020-panini-donruss-optic-mythical-m14-aaron-judge-psa-105a8zd,$30 ,Fri,3/10/2023,0,4:19,AM,"Aaron Judge's 2022 Major League Baseball campaign will go down in history as one of the greatest offensive seasons the sport has ever seen. Judge surpassed Roger Maris' long-standing American League single-season home run record—swatting 62 long balls in his 157 games—and claimed the AL Most Valuable Player Award that year after leading MLB in RBI (131), runs (133), total bases (391), on-base percentage (.425), and slugging percentage (.686) while hitting for a .311 batting average. A four-time AL All-Star, Judge's titanic campaign earned the former Rookie of the Year a gargantuan nine-year, $360 million contract to continue with the New York Yankees through the 2031 season.",30,2
4743,1994 Action Packed Diamond Franchise #55 Alex Rodriguez Rookie Card – PSA MINT 9,3,0,https://goldin.co/item/1994-action-packed-diamond-franchise-55-alex-rodriguez-rookie-card-psad5iwn,$11 ,Fri,2/10/2023,0,4:15,AM,No Data,11,2
4744,2017 Bowman's Best Top Prospects - Refractor #TP-10 Ronald Acuna Rookie Card - PSA MINT 9,8,0,https://goldin.co/item/2017-bowman-s-best-top-prospects-refractor-tp-10-ronald-acuna-rookie-cfg6fs,$28 ,Fri,3/31/2023,0,4:15,AM,No Data,28,2
4745,2020 Bowman Chrome Mega Box #BCP-19 Julio Rodriguez Rookie Card – PSA MINT 9,6,0,https://goldin.co/item/2020-bowman-chrome-mega-box-bcp19-julio-rodriguez-psa-99mhfh,$18 ,Fri,4/28/2023,0,4:15,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",18,2
4746,2019 Topps Chrome Refractor #203 Fernando Tatis Jr. Rookie Card - SGC MT+ 9.5,22,0,https://goldin.co/item/2019-topps-chrome-refractor-203-fernando-tatis-jr-rookie-card-sgc-mt-995ze1,$120 ,Fri,4/7/2023,0,4:16,AM,No Data,120,2
4747,2020 Topps Chrome Negative Refractor #127 Albert Pujols - PSA MINT 9,3,0,https://goldin.co/item/2020-topps-chrome-negative-refractor-127-albert-pujols-psa-9hqc1e,$13 ,Fri,5/12/2023,0,4:15,AM,"Albert Pujols finished his magnificent MLB career with a resurgent 2022 campaign, hitting .270 with 24 home runs in his triumphant return to the St. Louis Cardinals. On Sept. 23, 2022, Pujols hit his milestone 700th home run—a three-run bomb off Phil Bickford in historic Dodger stadium. ""The Machine"" ended his career with 703 home runs to go with three National League Most Valuable Player awards, two World Series titles, and the 2003 National League batting title. A guaranteed first-ballot Hall of Famer, Pujols concluded his 22-season MLB tenure with the second-most RBI in baseball history.",13,2
4748,2020 Bowman Chrome Mega Box #BCP-19 Julio Rodriguez Rookei Card – PSA GEM MT 10,8,0,https://goldin.co/item/2020-bowman-chrome-mega-box-bcp19-julio-rodriguez-psa-10ehavz,$25 ,Fri,4/28/2023,0,4:15,AM,"Seattle Mariners wunderkind Julio Rodríguez was the breakout rookie of the 2022 MLB season, posting an incredible .284/28/75 triple crown slash line with 25 stolen bases to lead the Mariners to their first playoff appearance since 2001. The young Dominican was a consensus top-three prospect heading into 2022, and he made good on his potential by earning an All-Star appearance, Silver Slugger, and the American League Rookie of the Year Award in his inaugural MLB campaign. Midway through the 2022 season, Rodríguez inked a massive contract with the M's, worth a possible $470 million, as he continues his blistering start toward an exciting MLB career.",25,2
4749,2018 Leaf Trinity Patch Autograph Silver #PA-JS2 Juan Soto Signed Patch Rookie Card (#5/5) – PSA MINT 9,46,0,https://goldin.co/item/2018-leaf-trinity-patch-autograph-silver-pa-js2-juan-soto-psq16rb,$379 ,Fri,4/14/2023,0,4:57,AM,"The blockbuster trade that sent Juan Soto from the Washington Nationals to the San Diego Padres could shape the future of baseball for the next 15 years. Soto—a preternaturally gifted hitter—became the youngest National Batting champion in senior circuit history after hitting .351 during the 2020 MLB season. He led Washington to the 2019 World Series title, hitting .333 with 3 homers and 7 RBI in the Fall Classic against the Houston Astros. A free agent in 2025, Soto will be poised to receive one of the most lucrative contracts in baseball history.",379,2
4750,2017 Bowman's Best Refractor #54 Alex Bregman Rookie Card – PSA MINT 9,4,0,https://goldin.co/item/2017-bowman-s-best-refractor-54-alex-bregman-psa-9pue5e,$18 ,Fri,3/31/2023,0,4:15,AM,No Data,18,2
4751,2016 Bowman Draft Chrome Draft Picks Autograph #CDA-BOB Bo Bichette Signed Rookie Card – PSA GEM MT 10,38,0,https://goldin.co/item/2016-bowman-draft-chrome-draft-picks-autograph-cda-bob-bo-bichette-siga0702,$450 ,Fri,2/24/2023,0,4:33,AM,No Data,450,2
4752,2020 Bowman 1st Edition Sky Blue Foil #BFE-31 Estevan Florial Rookie Card - PSA GEM MT 10,2,0,https://goldin.co/item/2020-bowman-1st-edition-sky-blue-foil-bfe-31-estevan-florial-rookie-caq9r8x,$8 ,Fri,4/28/2023,0,4:15,AM,No Data,8,2
4753,2019 Topps Chrome #204 Pete Alonso Rookie Card – PSA GEM MT 10,10,0,https://goldin.co/item/2019-topps-chrome-204-pete-alonso-psa-10k6a7c,$32 ,Fri,4/7/2023,0,4:16,AM,No Data,32,2
4754,2017 Panini Donruss Optic The Elite Series #ES14 Mike Trout – PSA GEM MT 10,12,0,https://goldin.co/item/2017-panini-donruss-optic-the-elite-series-es14-mike-trout-psa-gem-mtl4uwk,$31 ,Fri,3/24/2023,0,4:15,AM,"Los Angeles Angels centerfielder Mike Trout has proven himself time and time again to be the most talented baseball player of his generation. A three-time American League Most Valuable Player, Trout's combination of speed and power has drawn comparisons to all-time greats like Mickey Mantle and Willie Mays. Through 12 MLB seasons, Trout has mashed 350 home runs with a career .303 batting average and is the active leader in both on-base percentage (.415) and slugging percentage (.587) as of Opening Day 2023. ""The Millville Meteor"" is charting an express path with the Hall of Fame as his destination, and the young superstar's most impressive statistical contributions may be yet to come.",31,2
4755,2016 Panini Donruss Signatures Series Blue #SGS-JU Jose Abreu Signed Card (#37/99) – PSA GEM MT 10 – Pop 2,8,0,https://goldin.co/item/2016-panini-donruss-signatures-series-blue-sgsju-jose-abreu-37-99-psa7kdhc,$23 ,Fri,2/17/2023,0,4:15,AM,Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change. ,23,2
4756,2017 Bowman Chrome Prospects Autographs #CPA-KL Khalil Lee Signed Rookie Card - PSA GEM MT 10,7,0,https://goldin.co/item/2017-bowman-chrome-prospects-autographs-cpa-kl-khalil-lee-signed-rooki66c3x,$20 ,Fri,3/31/2023,0,4:15,AM,No Data,20,2
4757,2016 Bowman Chrome Purple Refractor #1 Mike Trout (#043/250) – PSA GEM MT 10,20,0,https://goldin.co/item/2016-bowman-chrome-purple-refractor-1-mike-trout-043-250-psa-gem-mt-108wgva,$80 ,Fri,2/24/2023,0,4:15,AM,"Los Angeles Angels centerfielder Mike Trout has proven himself time and time again to be the most talented baseball player of his generation. A three-time American League Most Valuable Player, Trout's combination of speed and power has drawn comparisons to all-time greats like Mickey Mantle and Willie Mays. Through 12 MLB seasons, Trout has mashed 350 home runs with a career .303 batting average and is the active leader in both on-base percentage (.415) and slugging percentage (.587) as of Opening Day 2023. ""The Millville Meteor"" is charting an express path with the Hall of Fame as his destination, and the young superstar's most impressive statistical contributions may be yet to come.",80,2
4758,2017 Topps Chrome Refractor #116 Teoscar Hernandez Rookie Card – PSA MINT 9,4,0,https://goldin.co/item/2017-topps-chrome-refractor-116-teoscar-hernandez-rookie-card-psa-mintyqila,$13 ,Fri,3/24/2023,0,4:15,AM,No Data,13,2
4759,2016 Bowman Draft Chrome Draft Pick Autographs Gold Refractor #CDA-BD Bobby Dalbec Signed Rookie Card (#37/50) – PSA GEM MT 10,31,0,https://goldin.co/item/2016-bowman-draft-chrome-draft-picks-autographs-gold-refractor-cda-bdxqqlf,$193 ,Fri,2/17/2023,0,4:29,AM,No Data,193,2
4760,2018 Bowman's Best Neophyte Sensations #NS-SO Shohei Ohtani Rookie Card - PSA MINT 9,20,0,https://goldin.co/item/2018-bowman-s-best-neophyte-sensations-ns-so-shohei-ohtaniltd47,$158 ,Fri,4/14/2023,0,4:15,AM,"Two-way superstar Shohei Ohtani has quickly become one of baseball's greatest players—a unique weapon equally adept at striking out opposing batters and hitting tape-measure home runs. The 2021 American League Most Valuable Player, Ohtani followed up his majestic 2021 campaign in bombastic fashion, blasting 34 home runs with 95 RBI while compiling a 15-9 record and 2.33 ERA as the Los Angeles Angels' staff ace. Ohtani—the 2018 AL Rookie of the Year—finished second in the 2022 AL MVP race and fourth in Cy Young voting after his historically unprecedented campaign. At this rate, Ohtani's path to Cooperstown seems assured.",158,2
4761,2020 Bowman 1st Edition Sky Blue Foil #BFE-139 Anthony Volpe Rookie Card - PSA GEM MT 10,19,0,https://goldin.co/item/2020-bowman-1st-edition-blue-sky-foil-bfe-139-anthony-volpe-rookie-carzgazs,$187 ,Fri,4/28/2023,0,4:15,AM,No Data,187,2
4762,"2017 Bowman Chrome Prospect Autographs Refractor #SA Sandy Alcantara Signed Rookie Card (#269/499) - PSA NM 7, PSA/DNA NM-MT 8",14,0,https://goldin.co/item/2017-bowman-chrome-prospect-autographs-refractor-sa-sandy-alcantara-si6pr0h,$38 ,Fri,3/31/2023,0,4:16,AM,GwG-PSA-G10120044,38,2
4763,2018 Bowman's Best Atomic Refractor #35 Trea Turner – PSA GEM MT 10,6,0,https://goldin.co/item/2018-bowman-s-best-atomic-refractor-35-trea-turner-psa-10t2w8v,$18 ,Fri,4/14/2023,0,4:15,AM,No Data,18,2
4764,2018 Bowman Rookie Of The Year Favorites Chrome #ROYF-RD Rafael Devers Rookie Card – PSA GEM MT 10,6,0,https://goldin.co/item/2018-bowman-rookie-of-the-year-favorites-chrome-rd-rafael-ddgclu,$44 ,Fri,4/14/2023,0,4:15,AM,No Data,44,2
4765,1969 Topps Ted Shows How #539 Ted Williams/Mike Epstein – PSA VG-EX 4,3,0,https://goldin.co/item/1969-topps-ted-shows-how-539-ted-williams-mike-epstein-psa-vg-ex-4wmza1,$11 ,Fri,1/27/2023,0,4:05,AM,No Data,11,2
4766,2017 Bowman Chrome Draft SuperFractor #BDC-12 Heliot Ramos Rookie Card (#1/1) - BGS GEM MINT 9.5 - True Gem+,37,0,https://goldin.co/item/2017-bowman-chrome-draft-superfractor-bdc-12-heliot-ramos-rookie-cardl6ban,$312 ,Fri,3/31/2023,0,4:15,AM,"Graded GEM MINT 9.5 by BGS (0010320870). A True Gem+ example. Rookie Card. 1st Bowman. Heliot Ramos—the fifth-ranked outfield prospect in the San Francisco Giants' organization in 2022—is the subject of this singular Bowman Chrome Draft SuperFractor collectible. Ramos—who made his MLB debut in April 2022—profiles as a prototypical Major League right fielder: a strong arm, powerful swing, and good speed to traverse the cavernous power alleys of Oracle Park in San Francisco. The card's BGS condition report: Centering: 9.5, Corners: 9.5, Edges: 9.5, Surface: 10. The limited-edition piece is serial-numbered ""1/1."" ",312,2
4767,2020 Bowman #24 Randy Arozarena Rookie Card - PSA MINT 9,2,0,https://goldin.co/item/2020-bowman-24-randy-arozarena-rookie-card-psa-mint-91edkq,$8 ,Fri,4/28/2023,0,4:15,AM,No Data,8,2
4768,2019 Topps  475 Pete Alonso – PSA GEM MT 10,6,0,https://goldin.co/item/2019-topps-475-pete-alonso-psa-10btket,$20 ,Fri,4/7/2023,0,4:15,AM,No Data,20,2
4769,"2018 Bowman Prospect Autographs Chrome Purple Refractor #CPA-LR Luis Robert Signed Rookie Card – PSA NM-MT 8, PSA/DNA Authentic",29,0,https://goldin.co/item/2018-bowman-prospect-autographs-chrome-purple-refractor-lr-lkpwbb,$330 ,Fri,4/14/2023,0,4:20,AM,No Data,330,2
4770,2019 Topps #410 Fernando Tatis Jr. Rookie Card - PSA MINT 9,6,0,https://goldin.co/item/2019-topps-410-fernando-tatis-jr-psa-9g7fn2,$18 ,Fri,4/7/2023,0,4:15,AM,No Data,18,2
4771,2021 Panini Mosaic Hot Sauce #HS5 Fernando Tatis Jr. - PSA GEM MT 10,5,0,https://goldin.co/item/2021-panini-mosaic-hot-sauce-hs5-fernando-tatis-jr-psa-10q0964,$20 ,Fri,5/19/2023,0,4:15,AM,No Data,20,2
4772,1969 Topps NL Batting Leaders #2 Pete Rose/Matty Alou/Felipe Alou – PSA EX-MT 6,5,0,https://goldin.co/item/1969-topps-nl-batting-leaders-2-pete-rose-matty-alou-felipe-alou-psa-ecxlhb,$20 ,Fri,1/27/2023,0,4:05,AM,No Data,20,2
4773,2018 Bowman Mega Box Chrome #BCP48 Hunter Greene Rookie Card – PSA MINT 9,4,0,https://goldin.co/item/2018-bowman-mega-box-chrome-bcp48-hunter-greene-psa-9vax73,$13 ,Fri,4/14/2023,0,4:17,AM,No Data,13,2
4774,"2015 Topps Supreme Autograph #SA-LB Lou Brock Signed Card – PSA Authentic, PSA/DNA 10",19,0,https://goldin.co/item/2015-topps-supreme-autograph-sa-lb-lou-brock-psa-authentick7dsb,$53 ,Fri,2/17/2023,0,4:17,AM,No Data,53,2
4775,2015 Topps Tribute Foundations of Greatness In the Groove #THEN-FM Fred Mcgriff Signed Card (#24/25) – Topps Encased,6,0,https://goldin.co/item/2015-topps-tribute-then-fm-fred-mcgriff-topps-encased-signed-24-259vds4,$32 ,Fri,2/24/2023,0,4:15,AM,No Data,32,2
4776,1969 Topps Giants Heroes #572 Willie McCovey/Juan Marichal – PSA VG-EX 4,3,0,https://goldin.co/item/1969-topps-giants-heroes-572-willie-mccovey-juan-marichal-psa-vg-ex-47k7ob,$11 ,Fri,1/27/2023,0,4:05,AM,No Data,11,2
4777,2018 Bowman Draft Chrome SuperFractor #BDC-133 Heliot Ramos Rookie Card (#1/1) - PSA GEM MT 10,31,0,https://goldin.co/item/2018-bowman-chrome-superfractor-bdc-133-heliot-ramos-rookie-card-1-1kf8cf,$172 ,Fri,4/14/2023,0,4:29,AM,"Graded GEM MT 10 by PSA (72746946). Rookie Card. San Francisco Giants right fielder Heliot Ramos—a consensus top-100 prospect in baseball—appears on this elite Bowman Draft Chrome SuperFractor collectible. A first-round selection in the 2017 MLB June Amateur Draft, Ramos made his long-awaited MLB debut with a nine-game cup of coffee in 2022. The limited-edition piece is serial-numbered ""1/1."" A stellar, wholly unique collectible celebrating a rising star.  ",172,2
4778,2015 Topps Tribute #TA–MC Matt Carpenter Signed Card (#59/75) – Topps Encased,7,0,https://goldin.co/item/2015-topps-tribute-ta-mc-matt-carpenter-topps-encased-signed-59-75904xi,$22 ,Fri,2/24/2023,0,4:15,AM,No Data,22,2
4779,2018 Bowman Chrome Sterling Continuity #BS-Rd Rafael Devers Rookie Card – PSA GEM MT 10,20,0,https://goldin.co/item/2018-bowman-chrome-bowman-sterling-continuity-bs-rd-rafaelgxeue,$72 ,Fri,4/14/2023,0,4:49,AM,No Data,72,2
4780,1969 Topps All-Star #432 Bob Gibson – PSA VG-EX 4,4,0,https://goldin.co/item/1969-topps-all-star-432-bob-gibson-psa-vg-ex-4t9q4j,$13 ,Fri,1/27/2023,0,4:05,AM,No Data,13,2
4781,2019 Topps #1 Ronald Acuna Jr. - SGC MT+ 9.5,3,0,https://goldin.co/item/2019-topps-1-ronald-acuna-jr-sgc-mt-9-5yylvg,$13 ,Fri,4/7/2023,0,4:15,AM,No Data,13,2
4782,2020 Panini Donruss Elite Series Black #E-8 Ronald Acuna Jr Rookie Card (#1/1) - PSA MINT 9,19,0,https://goldin.co/item/2020-panini-donruss-elite-series-black-e-8-ronald-acuna-jr-rookie-card49la0,$79 ,Fri,3/10/2023,0,4:27,AM,No Data,79,2
4783,2018 Bowman Chrome Prospects Purple Refractor #BCP-155 Austin Riley (#181/250) – PSA MINT 9,12,0,https://goldin.co/item/2018-bowman-chrome-prospects-purple-refractor-bcp155-austinycon3,$37 ,Fri,4/14/2023,0,4:24,AM,No Data,37,2
4784,2015 Bowman Scout's Top 100  BTP-53 Aaron Judge Rookie Card – PSA GEM MT 10,20,0,https://goldin.co/item/2015-bowman-scout-s-top-100-btp53-aaron-judge-psa-10t2e7s,$67 ,Fri,2/17/2023,0,4:31,AM,"Aaron Judge's 2022 Major League Baseball campaign will go down in history as one of the greatest offensive seasons the sport has ever seen. Judge surpassed Roger Maris' long-standing American League single-season home run record—swatting 62 long balls in his 157 games—and claimed the AL Most Valuable Player Award that year after leading MLB in RBI (131), runs (133), total bases (391), on-base percentage (.425), and slugging percentage (.686) while hitting for a .311 batting average. A four-time AL All-Star, Judge's titanic campaign earned the former Rookie of the Year a gargantuan nine-year, $360 million contract to continue with the New York Yankees through the 2031 season.",67,2
4785,1969 Topps All-Star #430 Johnny Bench – PSA EX 5,14,0,https://goldin.co/item/1969-topps-all-star-430-johnny-bench-psa-ex-5lv89k,$36 ,Fri,1/27/2023,0,4:05,AM,No Data,36,2
4786,1993 Upper Deck SP Foil #279 Derek Jeter Rookie Card – PSA NM 7,33,0,https://goldin.co/item/1993-upper-deck-sp-foil-279-derek-jeter-rookie-card-psa-nm-721rsk,$216 ,Fri,2/10/2023,0,4:24,AM,"Derek Jeter spent all 20 years of his decorated MLB career with the New York Yankees, winning five World Series titles including in 1996, his first full Major League Baseball season. He was part of the Yankees dynasty that won three straight World Series titles from 1998 to 2000, earning the nicknames ""Captain Clutch"" and ""Mr. November"" for his postseason heroics. Jeter finished his MLB service as New York's career hits leader (3,465) surpassing all-time greats such as Babe Ruth, Lou Gehrig, Mickey Mantle, and Joe DiMaggio. In 2020, Jeter was elected to the National Baseball Hall of Fame in his first year of eligibility after appearing on 396 of a possible 397 ballots.",216,2
4787,2015 Bowman Chrome Draft Pick Autograph #BCA-LH Lucas Herbert Signed Rookie Card – PSA GEM MT 10,4,0,https://goldin.co/item/2015-bowman-chrome-draft-pick-autograph-bcalh-lucas-herbert7xt5j,$25 ,Fri,2/24/2023,0,4:15,AM,No Data,25,2
4788,2021 Panini Mosaic Debuts Mosaic #PD18 Bobby Dalbec – PSA GEM MT 10,2,0,https://goldin.co/item/2021-panini-mosaic-debuts-mosaic-pd18-bobby-dalbec-psa-10c5cip,$8 ,Fri,5/19/2023,0,4:15,AM,No Data,8,2
4789,"2015 Bowman Inception Prospect Autographs #PA-AJ Aaron Judge Signed Rookie Card – BGS MINT 9, Beckett 10",25,0,https://goldin.co/item/2015-bowman-inception-prospect-autographs-paaj-aaron-judge-b0n1ma,$332 ,Fri,2/17/2023,0,4:15,AM,"Aaron Judge's 2022 Major League Baseball campaign will go down in history as one of the greatest offensive seasons the sport has ever seen. Judge surpassed Roger Maris' long-standing American League single-season home run record—swatting 62 long balls in his 157 games—and claimed the AL Most Valuable Player Award that year after leading MLB in RBI (131), runs (133), total bases (391), on-base percentage (.425), and slugging percentage (.686) while hitting for a .311 batting average. A four-time AL All-Star, Judge's titanic campaign earned the former Rookie of the Year a gargantuan nine-year, $360 million contract to continue with the New York Yankees through the 2031 season.",332,2
4790,1969 Topps All-Star #428 Lou Brock – PSA EX+ 5.5,5,0,https://goldin.co/item/1969-topps-all-star-428-lou-brock-psa-ex-5-561myx,$17 ,Fri,1/27/2023,0,4:05,AM,No Data,17,2
4791,2017 Bowman's Best Refractor #25 Mike Trout – PSA GEM MT 10,16,0,https://goldin.co/item/2017-bowman-s-best-refractor-25-mike-trout-psa-gem-mt-10hhevz,$42 ,Fri,3/24/2023,0,4:36,AM,"Los Angeles Angels centerfielder Mike Trout has proven himself time and time again to be the most talented baseball player of his generation. A three-time American League Most Valuable Player, Trout's combination of speed and power has drawn comparisons to all-time greats like Mickey Mantle and Willie Mays. Through 12 MLB seasons, Trout has mashed 350 home runs with a career .303 batting average and is the active leader in both on-base percentage (.415) and slugging percentage (.587) as of Opening Day 2023. ""The Millville Meteor"" is charting an express path with the Hall of Fame as his destination, and the young superstar's most impressive statistical contributions may be yet to come.",42,2
4792,"2020 Topps Chrome Black Autograph - Gold Refractor #MO Matt Olson Signed Card (#48/50) - PSA GEM MT 10, PSA/DNA GEM MT 10",15,0,https://goldin.co/item/2020-topps-chrome-black-autograph-gold-refractor-mo-matt-olson-signedmsyqc,$56 ,Fri,5/12/2023,0,4:21,AM,No Data,56,2
4793,2018 Bowman Chrome Prospects Autographs Orange Refractor #CPA-BHE Brayan Hernandez Signed Rookie Card (#17/25) – PSA GEM MT 10,15,0,https://goldin.co/item/2018-bowman-chrome-prospects-autographs-orange-refractor-cpgvwaw,$44 ,Fri,4/14/2023,0,4:15,AM,No Data,44,2
4794,2018 Bowman Chrome Prospects Autographs Gold Shimmer #CPA-JG Jose Gomez Signed Rookie Card (#48/50) – PSA GEM MT 10,6,0,https://goldin.co/item/2018-bowman-chrome-prospects-autographs-gold-shimmer-cpajg5tjrr,$20 ,Fri,4/14/2023,0,4:15,AM,No Data,20,2
4795,2015 BBM Icons Ace Printed Autograph Gold Foil #PA04 Shohei Ohtani Rookie Card (#030/100) – PSA GEM MT 10 – Pop 3,40,0,https://goldin.co/item/2015-bbm-icons-ace-printed-autograph-gold-foil-pa04-shohei-ohtani-rookfo7ss,$432 ,Fri,2/24/2023,0,4:37,AM,"Two-way superstar Shohei Ohtani has quickly become one of baseball's greatest players—a unique weapon equally adept at striking out opposing batters and hitting tape-measure home runs. The 2021 American League Most Valuable Player, Ohtani followed up his majestic 2021 campaign in bombastic fashion, blasting 34 home runs with 95 RBI while compiling a 15-9 record and 2.33 ERA as the Los Angeles Angels' staff ace. Ohtani—the 2018 AL Rookie of the Year—finished second in the 2022 AL MVP race and fourth in Cy Young voting after his historically unprecedented campaign. At this rate, Ohtani's path to Cooperstown seems assured.
Please note that the population report information cited in a product description is accurate at the time a lot is posted for auction and is subject to change.",432,2
4796,1969 Topps All-Star #425 Carl Yastrzemski – PSA EX 5,3,0,https://goldin.co/item/1969-topps-all-star-425-carl-yaztrzemski-psa-ex-5zbtc7,$11 ,Fri,1/27/2023,0,4:05,AM,No Data,11,2
4797,2017 Bowman Draft Chrome Draft Picks Autographs #CDA-BT Bubba Thompson Signed Rookie Card – PSA GEM MT 10,13,0,https://goldin.co/item/2017-bowman-draft-chrome-draft-picks-autographs-cdabt-bubbawkscu,$36 ,Fri,3/24/2023,0,4:15,AM,No Data,36,2
4798,"2020 Panini Diamond Kings Quad Materials Signatures Purple #DKQ-AJ Aaron Judge Signed Quad Patch Card (#13/20) ‚ PSA NM-MT 8, PSA/DNA GEM MT 10",27,0,https://goldin.co/item/2020-panini-diamond-kings-quad-serial-number-dkd-aj-aaron-judge-signedfgyzw,$366 ,Fri,3/10/2023,0,4:15,AM,"Aaron Judge's 2022 Major League Baseball campaign will go down in history as one of the greatest offensive seasons the sport has ever seen. Judge surpassed Roger Maris' long-standing American League single-season home run record—swatting 62 long balls in his 157 games—and claimed the AL Most Valuable Player Award that year after leading MLB in RBI (131), runs (133), total bases (391), on-base percentage (.425), and slugging percentage (.686) while hitting for a .311 batting average. A four-time AL All-Star, Judge's titanic campaign earned the former Rookie of the Year a gargantuan nine-year, $360 million contract to continue with the New York Yankees through the 2031 season.",366,2
4799,1993 Upper Deck #166 Deion Sanders – PSA GEM MT 10,8,0,https://goldin.co/item/1993-upper-deck-166-deion-sanders-psa-gem-mt-10zitut,$23 ,Fri,2/10/2023,0,4:15,AM,No Data,23,2
4800,2017 Bowman Draft Black #BD-12 Heliot Ramos Rookie Card (#1/1) – PSA MINT 9,18,0,https://goldin.co/item/2017-bowman-draft-black-bd-12-heliot-ramos-rookie-card-1-1-psa-mint-90sjhs,$100 ,Fri,3/24/2023,0,4:26,AM,"Graded MINT 9 by PSA (51460186). Rookie Card. 1st Bowman. Heliot Ramos—the #18 top-ranked prospect in the San Francisco Giants' organization in 2022—is the subject of this singular Bowman Draft Black collectible. Ramos profiles as a typical Major League right fielder: a strong arm, powerful swing, and good speed to traverse the cavernous power alleys at Oracle Park in San Francisco. The limited-edition piece is serial-numbered ""1/1."" ",100,2
4801,2019 Panini Donruss Season Stat Line #121 Aaron Judge (#274/500) – PSA MINT 9,6,0,https://goldin.co/item/2019-panini-donruss-season-stat-line-121-aaron-judge-psa-9q5egp,$18 ,Fri,4/21/2023,0,4:15,AM,"Aaron Judge's 2022 Major League Baseball campaign will go down in history as one of the greatest offensive seasons the sport has ever seen. Judge surpassed Roger Maris' long-standing American League single-season home run record—swatting 62 long balls in his 157 games—and claimed the AL Most Valuable Player Award that year after leading MLB in RBI (131), runs (133), total bases (391), on-base percentage (.425), and slugging percentage (.686) while hitting for a .311 batting average. A four-time AL All-Star, Judge's titanic campaign earned the former Rookie of the Year a gargantuan nine-year, $360 million contract to continue with the New York Yankees through the 2031 season.",18,2
4802,1969 Topps All-Star #424 Pete Rose – PSA EX 5,7,0,https://goldin.co/item/1969-topps-all-star-424-pete-rose-psa-ex-5owo6y,$22 ,Fri,1/27/2023,0,4:05,AM,No Data,22,2
